variable activity subject average_value
fBodyGyro-std()-X WALKING_UPSTAIRS 17 -0.987354722068966
fBodyGyro-std()-Y LAYING 10 -0.429815824722222
fBodyGyro-std()-Y LAYING 12 -0.7334567315
fBodyGyro-std()-Y LAYING 13 -0.650623558847401
fBodyGyro-std()-Y LAYING 18 -0.759665554340659
fBodyGyro-std()-Y LAYING 20 -0.567588605842655
fBodyGyro-std()-Y LAYING 24 -0.771969808976378
fBodyGyro-std()-Y SITTING 22 -0.437456513181818
fBodyGyro-std()-Y SITTING 23 -0.50785054741371
fBodyGyro-std()-Y SITTING 25 -0.723584437530562
fBodyGyro-std()-Y SITTING 26 -0.803635337372449
fBodyGyro-std()-Y SITTING 27 -0.808791849202128
fBodyGyro-std()-Y SITTING 28 -0.762735614126214
fBodyGyro-std()-Y STANDING 2 -0.72716774102649
fBodyGyro-std()-Y STANDING 4 -0.782885735867508
fBodyGyro-std()-Y STANDING 9 -0.667203220760417
fBodyGyro-std()-Y STANDING 10 -0.846707374791667
fBodyGyro-std()-Y STANDING 28 -0.715167583522727
fBodyGyro-std()-Y STANDING 29 -0.588857987485174
fBodyGyro-std()-Y STANDING 30 -0.496310421449608
fBodyGyro-std()-Y WALKING 1 -0.429825832648703
fBodyGyro-std()-Y WALKING 3 -0.758505287214076
fBodyGyro-std()-Y WALKING 5 -0.702290390960265
fBodyGyro-std()-Y WALKING 6 -0.633236229753846
fBodyGyro-std()-Y WALKING 7 -0.671161922837662
fBodyGyro-std()-Y WALKING 8 -0.728609463015152
fBodyGyro-std()-Y WALKING_DOWNSTAIRS 17 -0.742303506283186
fBodyGyro-std()-Y WALKING_DOWNSTAIRS 19 -0.650105402347778
fBodyGyro-std()-Y WALKING_DOWNSTAIRS 21 -0.771388318823529
fBodyGyro-std()-Y WALKING_DOWNSTAIRS 22 -0.807400495819398
fBodyGyro-std()-Y WALKING_UPSTAIRS 8 -0.488490067373626
fBodyGyro-std()-Y WALKING_UPSTAIRS 11 -0.670892713066772
fBodyGyro-std()-Y WALKING_UPSTAIRS 14 -0.348864187370186
fBodyGyro-std()-Y WALKING_UPSTAIRS 15 -0.684504735744512
fBodyGyro-std()-Y WALKING_UPSTAIRS 16 -0.809421448142077
fBodyGyro-std()-Y WALKING_UPSTAIRS 17 -0.98380969137931
fBodyGyro-std()-Z LAYING 10 -0.556786812576768
fBodyGyro-std()-Z LAYING 12 -0.70823315425
fBodyGyro-std()-Z LAYING 13 -0.685774481529052
fBodyGyro-std()-Z LAYING 18 -0.766381665384615
fBodyGyro-std()-Z LAYING 20 -0.575002191142655
fBodyGyro-std()-Z LAYING 24 -0.735749934304462
fBodyGyro-std()-Z SITTING 22 -0.205526546681818
fBodyGyro-std()-Z SITTING 23 -0.644131036807258
fBodyGyro-std()-Z SITTING 25 -0.771208929095355
fBodyGyro-std()-Z SITTING 26 -0.735942384438775
fBodyGyro-std()-Z SITTING 27 -0.697147299066489
fBodyGyro-std()-Z SITTING 28 -0.738649933252427
fBodyGyro-std()-Z STANDING 2 -0.683114494539735
fBodyGyro-std()-Z STANDING 4 -0.7670895729653
fBodyGyro-std()-Z STANDING 9 -0.619468634127778
fBodyGyro-std()-Z STANDING 10 -0.829842093020833
fBodyGyro-std()-Z STANDING 28 -0.655394226196591
fBodyGyro-std()-Z STANDING 29 -0.749163172296512
fBodyGyro-std()-Z STANDING 30 -0.620253390415144
fBodyGyro-std()-Z WALKING 1 -0.650476162132565
fBodyGyro-std()-Z WALKING 3 -0.751008875659824
fBodyGyro-std()-Z WALKING 5 -0.669353687483444
fBodyGyro-std()-Z WALKING 6 -0.67302031484
fBodyGyro-std()-Z WALKING 7 -0.698949518905844
fBodyGyro-std()-Z WALKING 8 -0.781839004848485
fBodyGyro-std()-Z WALKING_DOWNSTAIRS 17 -0.724259849884956
fBodyGyro-std()-Z WALKING_DOWNSTAIRS 19 -0.694729075491667
fBodyGyro-std()-Z WALKING_DOWNSTAIRS 21 -0.728319304730637
fBodyGyro-std()-Z WALKING_DOWNSTAIRS 22 -0.726376317959866
fBodyGyro-std()-Z WALKING_UPSTAIRS 8 -0.430017097315385
fBodyGyro-std()-Z WALKING_UPSTAIRS 11 -0.75596062835443
fBodyGyro-std()-Z WALKING_UPSTAIRS 14 -0.407672097170898
fBodyGyro-std()-Z WALKING_UPSTAIRS 15 -0.751696527195122
fBodyGyro-std()-Z WALKING_UPSTAIRS 16 -0.756993640724044
fBodyGyro-std()-Z WALKING_UPSTAIRS 17 -0.988732922758621
tBodyAcc-mean()-X LAYING 10 0.276977089565657
tBodyAcc-mean()-X LAYING 12 0.27360872421875
tBodyAcc-mean()-X LAYING 13 0.275895876198777
tBodyAcc-mean()-X LAYING 18 0.276324152142857
tBodyAcc-mean()-X LAYING 20 0.268425757926554
tBodyAcc-mean()-X LAYING 24 0.276767046391076
tBodyAcc-mean()-X SITTING 22 0.242298449272727
tBodyAcc-mean()-X SITTING 23 0.273493254730108
tBodyAcc-mean()-X SITTING 25 0.275301467772127
tBodyAcc-mean()-X SITTING 26 0.2730365808625
tBodyAcc-mean()-X SITTING 27 0.277264567074468
tBodyAcc-mean()-X SITTING 28 0.278739266553398
tBodyAcc-mean()-X STANDING 2 0.273113115788079
tBodyAcc-mean()-X STANDING 4 0.274183111498423
tBodyAcc-mean()-X STANDING 9 0.270313841621528
tBodyAcc-mean()-X STANDING 10 0.276583204166667
tBodyAcc-mean()-X STANDING 28 0.276120153465909
tBodyAcc-mean()-X STANDING 29 0.279111521944767
tBodyAcc-mean()-X STANDING 30 0.276305836721932
tBodyAcc-mean()-X WALKING 1 0.265696920582133
tBodyAcc-mean()-X WALKING 3 0.273428719636364
tBodyAcc-mean()-X WALKING 5 0.279177960301325
tBodyAcc-mean()-X WALKING 6 0.272376614181538
tBodyAcc-mean()-X WALKING 7 0.270211697814935
tBodyAcc-mean()-X WALKING 8 0.278268887727273
tBodyAcc-mean()-X WALKING_DOWNSTAIRS 17 0.273849441115044
tBodyAcc-mean()-X WALKING_DOWNSTAIRS 19 0.269723487105556
tBodyAcc-mean()-X WALKING_DOWNSTAIRS 21 0.277466525522059
tBodyAcc-mean()-X WALKING_DOWNSTAIRS 22 0.277156731173244
tBodyAcc-mean()-X WALKING_UPSTAIRS 8 0.266674048906593
tBodyAcc-mean()-X WALKING_UPSTAIRS 11 0.27658531139557
tBodyAcc-mean()-X WALKING_UPSTAIRS 14 0.270184596009288
tBodyAcc-mean()-X WALKING_UPSTAIRS 15 0.27821340725
tBodyAcc-mean()-X WALKING_UPSTAIRS 16 0.277887440374317
tBodyAcc-mean()-X WALKING_UPSTAIRS 17 0.276134936206897
tBodyAcc-mean()-Y LAYING 10 -0.0170332984576263
tBodyAcc-mean()-Y LAYING 12 -0.018337204411489
tBodyAcc-mean()-Y LAYING 13 -0.0176504796070948
tBodyAcc-mean()-Y LAYING 18 -0.0172831546595266
tBodyAcc-mean()-Y LAYING 20 -0.0175912993773164
tBodyAcc-mean()-Y LAYING 24 -0.0176822460103885
tBodyAcc-mean()-Y SITTING 22 -0.0316561370181818
tBodyAcc-mean()-Y SITTING 23 -0.019589258786828
tBodyAcc-mean()-Y SITTING 25 -0.0193221769314914
tBodyAcc-mean()-Y SITTING 26 -0.0161687277463495
tBodyAcc-mean()-Y SITTING 27 -0.0167969215592152
tBodyAcc-mean()-Y SITTING 28 -0.0187975204834951
tBodyAcc-mean()-Y STANDING 2 -0.0191323183174834
tBodyAcc-mean()-Y STANDING 4 -0.0148081545344921
tBodyAcc-mean()-Y STANDING 9 -0.0209466555412396
tBodyAcc-mean()-Y STANDING 10 -0.0194909304979167
tBodyAcc-mean()-Y STANDING 28 -0.0196106242455114
tBodyAcc-mean()-Y STANDING 29 -0.018471953048314
tBodyAcc-mean()-Y STANDING 30 -0.0175856077340209
tBodyAcc-mean()-Y WALKING 1 -0.0182981725176081
tBodyAcc-mean()-Y WALKING 3 -0.017856067384956
tBodyAcc-mean()-Y WALKING 5 -0.0154833455336192
tBodyAcc-mean()-Y WALKING 6 -0.0175697042641846
tBodyAcc-mean()-Y WALKING 7 -0.0187904887668182
tBodyAcc-mean()-Y WALKING 8 -0.0144537072594949
tBodyAcc-mean()-Y WALKING_DOWNSTAIRS 17 -0.0175178488555457
tBodyAcc-mean()-Y WALKING_DOWNSTAIRS 19 -0.0182031515710306
tBodyAcc-mean()-Y WALKING_DOWNSTAIRS 21 -0.0176664578561765
tBodyAcc-mean()-Y WALKING_DOWNSTAIRS 22 -0.0157362798544615
tBodyAcc-mean()-Y WALKING_UPSTAIRS 8 -0.0202216031321978
tBodyAcc-mean()-Y WALKING_UPSTAIRS 11 -0.0191272531933228
tBodyAcc-mean()-Y WALKING_UPSTAIRS 14 -0.0162548178510526
tBodyAcc-mean()-Y WALKING_UPSTAIRS 15 -0.016464484771311
tBodyAcc-mean()-Y WALKING_UPSTAIRS 16 -0.0158567888309016
tBodyAcc-mean()-Y WALKING_UPSTAIRS 17 -0.0178192998868966
tBodyAcc-mean()-Z LAYING 10 -0.110873504487879
tBodyAcc-mean()-Z LAYING 12 -0.106649116775
tBodyAcc-mean()-Z LAYING 13 -0.109135285550765
tBodyAcc-mean()-Z LAYING 18 -0.108112251068681
tBodyAcc-mean()-Z LAYING 20 -0.108029145824294
tBodyAcc-mean()-Z LAYING 24 -0.107914503687664
tBodyAcc-mean()-Z SITTING 22 -0.105664296590909
tBodyAcc-mean()-Z SITTING 23 -0.109093982385242
tBodyAcc-mean()-Z SITTING 25 -0.10962903098044
tBodyAcc-mean()-Z SITTING 26 -0.107637894928571
tBodyAcc-mean()-Z SITTING 27 -0.110848300413564
tBodyAcc-mean()-Z SITTING 28 -0.107807008381068
tBodyAcc-mean()-Z STANDING 2 -0.115649958175497
tBodyAcc-mean()-Z STANDING 4 -0.107521430810726
tBodyAcc-mean()-Z STANDING 9 -0.101233826213889
tBodyAcc-mean()-Z STANDING 10 -0.1121843393125
tBodyAcc-mean()-Z STANDING 28 -0.111939260223295
tBodyAcc-mean()-Z STANDING 29 -0.108675612269477
tBodyAcc-mean()-Z STANDING 30 -0.10589355727859
tBodyAcc-mean()-Z WALKING 1 -0.10784573454611
tBodyAcc-mean()-Z WALKING 3 -0.106492632429097
tBodyAcc-mean()-Z WALKING 5 -0.105661736816887
tBodyAcc-mean()-Z WALKING 6 -0.11599454136
tBodyAcc-mean()-Z WALKING 7 -0.112492375388312
tBodyAcc-mean()-Z WALKING 8 -0.109006309141414
tBodyAcc-mean()-Z WALKING_DOWNSTAIRS 17 -0.10894543593472
tBodyAcc-mean()-Z WALKING_DOWNSTAIRS 19 -0.118277180099383
tBodyAcc-mean()-Z WALKING_DOWNSTAIRS 21 -0.10877848058848
tBodyAcc-mean()-Z WALKING_DOWNSTAIRS 22 -0.108891559940803
tBodyAcc-mean()-Z WALKING_UPSTAIRS 8 -0.105614723352747
tBodyAcc-mean()-Z WALKING_UPSTAIRS 11 -0.108941761642405
tBodyAcc-mean()-Z WALKING_UPSTAIRS 14 -0.100985935692074
tBodyAcc-mean()-Z WALKING_UPSTAIRS 15 -0.112563587594512
tBodyAcc-mean()-Z WALKING_UPSTAIRS 16 -0.107263924445355
tBodyAcc-mean()-Z WALKING_UPSTAIRS 17 -0.112173902413793
tBodyAcc-std()-X LAYING 10 -0.391986316171717
tBodyAcc-std()-X LAYING 12 -0.583962207065
tBodyAcc-std()-X LAYING 13 -0.624844460199083
tBodyAcc-std()-X LAYING 18 -0.694616884972527
tBodyAcc-std()-X LAYING 20 -0.60484669490339
tBodyAcc-std()-X LAYING 24 -0.675459176298425
tBodyAcc-std()-X SITTING 22 0.0764832471304546
tBodyAcc-std()-X SITTING 23 -0.622594039757258
tBodyAcc-std()-X SITTING 25 -0.716264537547677
tBodyAcc-std()-X SITTING 26 -0.623101031168367
tBodyAcc-std()-X SITTING 27 -0.660976085218085
tBodyAcc-std()-X SITTING 28 -0.68398972178932
tBodyAcc-std()-X STANDING 2 -0.605586497159271
tBodyAcc-std()-X STANDING 4 -0.605211727785489
tBodyAcc-std()-X STANDING 9 -0.555656544538194
tBodyAcc-std()-X STANDING 10 -0.838564338333333
tBodyAcc-std()-X STANDING 28 -0.608133788585227
tBodyAcc-std()-X STANDING 29 -0.574295395364826
tBodyAcc-std()-X STANDING 30 -0.615890785389034
tBodyAcc-std()-X WALKING 1 -0.545795331328326
tBodyAcc-std()-X WALKING 3 -0.623413602046921
tBodyAcc-std()-X WALKING 5 -0.507691011391722
tBodyAcc-std()-X WALKING 6 -0.505086085072062
tBodyAcc-std()-X WALKING 7 -0.577518324748052
tBodyAcc-std()-X WALKING 8 -0.74865488820202
tBodyAcc-std()-X WALKING_DOWNSTAIRS 17 -0.575384465440796
tBodyAcc-std()-X WALKING_DOWNSTAIRS 19 -0.574658922919194
tBodyAcc-std()-X WALKING_DOWNSTAIRS 21 -0.672323867377451
tBodyAcc-std()-X WALKING_DOWNSTAIRS 22 -0.591898038755853
tBodyAcc-std()-X WALKING_UPSTAIRS 8 -0.492827508658791
tBodyAcc-std()-X WALKING_UPSTAIRS 11 -0.58947649779557
tBodyAcc-std()-X WALKING_UPSTAIRS 14 -0.611671118216099
tBodyAcc-std()-X WALKING_UPSTAIRS 15 -0.556541173089329
tBodyAcc-std()-X WALKING_UPSTAIRS 16 -0.668161498298634
tBodyAcc-std()-X WALKING_UPSTAIRS 17 -0.99504124
tBodyAcc-std()-Y LAYING 10 -0.385673788492929
tBodyAcc-std()-Y LAYING 12 -0.522040023435
tBodyAcc-std()-Y LAYING 13 -0.448816097853364
tBodyAcc-std()-Y LAYING 18 -0.627117507326923
tBodyAcc-std()-Y LAYING 20 -0.369336706508757
tBodyAcc-std()-Y LAYING 24 -0.582490655185302
tBodyAcc-std()-Y SITTING 22 0.219952845181818
tBodyAcc-std()-Y SITTING 23 -0.532078546615699
tBodyAcc-std()-Y SITTING 25 -0.531421035602689
tBodyAcc-std()-Y SITTING 26 -0.585967142418112
tBodyAcc-std()-Y SITTING 27 -0.630460488658511
tBodyAcc-std()-Y SITTING 28 -0.606549833999029
tBodyAcc-std()-Y STANDING 2 -0.428962986589404
tBodyAcc-std()-Y STANDING 4 -0.509929384011325
tBodyAcc-std()-Y STANDING 9 -0.5758878952125
tBodyAcc-std()-Y STANDING 10 -0.727853336020833
tBodyAcc-std()-Y STANDING 28 -0.535146354788636
tBodyAcc-std()-Y STANDING 29 -0.598400275636657
tBodyAcc-std()-Y STANDING 30 -0.519047387875457
tBodyAcc-std()-Y WALKING 1 -0.367716218227378
tBodyAcc-std()-Y WALKING 3 -0.480015920697654
tBodyAcc-std()-Y WALKING 5 -0.402724906078146
tBodyAcc-std()-Y WALKING 6 -0.368403670137262
tBodyAcc-std()-Y WALKING 7 -0.546403365345779
tBodyAcc-std()-Y WALKING 8 -0.563450610434343
tBodyAcc-std()-Y WALKING_DOWNSTAIRS 17 -0.531725560539469
tBodyAcc-std()-Y WALKING_DOWNSTAIRS 19 -0.507035084992639
tBodyAcc-std()-Y WALKING_DOWNSTAIRS 21 -0.565585190336299
tBodyAcc-std()-Y WALKING_DOWNSTAIRS 22 -0.543513202065318
tBodyAcc-std()-Y WALKING_UPSTAIRS 8 -0.232940759736264
tBodyAcc-std()-Y WALKING_UPSTAIRS 11 -0.490379346996835
tBodyAcc-std()-Y WALKING_UPSTAIRS 14 -0.374730765205077
tBodyAcc-std()-Y WALKING_UPSTAIRS 15 -0.481679537956006
tBodyAcc-std()-Y WALKING_UPSTAIRS 16 -0.649947067892896
tBodyAcc-std()-Y WALKING_UPSTAIRS 17 -0.979413535862069
tBodyAcc-std()-Z LAYING 10 -0.498647004568434
tBodyAcc-std()-Z LAYING 12 -0.699293531365625
tBodyAcc-std()-Z LAYING 13 -0.587230562129052
tBodyAcc-std()-Z LAYING 18 -0.701596039615385
tBodyAcc-std()-Z LAYING 20 -0.634787346548023
tBodyAcc-std()-Z LAYING 24 -0.636497458900262
tBodyAcc-std()-Z SITTING 22 -0.0935184360181818
tBodyAcc-std()-Z SITTING 23 -0.450557203409946
tBodyAcc-std()-Z SITTING 25 -0.64709556105868
tBodyAcc-std()-Z SITTING 26 -0.70498062744898
tBodyAcc-std()-Z SITTING 27 -0.68321532587766
tBodyAcc-std()-Z SITTING 28 -0.70744912
tBodyAcc-std()-Z STANDING 2 -0.589360062210596
tBodyAcc-std()-Z STANDING 4 -0.709492735962145
tBodyAcc-std()-Z STANDING 9 -0.506111776081806
tBodyAcc-std()-Z STANDING 10 -0.854294969270833
tBodyAcc-std()-Z STANDING 28 -0.660507169431818
tBodyAcc-std()-Z STANDING 29 -0.606461283926453
tBodyAcc-std()-Z STANDING 30 -0.522643273772115
tBodyAcc-std()-Z WALKING 1 -0.502645746562824
tBodyAcc-std()-Z WALKING 3 -0.653625579293255
tBodyAcc-std()-Z WALKING 5 -0.646443640175497
tBodyAcc-std()-Z WALKING 6 -0.672512004586708
tBodyAcc-std()-Z WALKING 7 -0.456473642256981
tBodyAcc-std()-Z WALKING 8 -0.764554510484848
tBodyAcc-std()-Z WALKING_DOWNSTAIRS 17 -0.633174442559882
tBodyAcc-std()-Z WALKING_DOWNSTAIRS 19 -0.649184726556944
tBodyAcc-std()-Z WALKING_DOWNSTAIRS 21 -0.669621813176471
tBodyAcc-std()-Z WALKING_DOWNSTAIRS 22 -0.696409302003679
tBodyAcc-std()-Z WALKING_UPSTAIRS 8 -0.355279828382418
tBodyAcc-std()-Z WALKING_UPSTAIRS 11 -0.665324314227848
tBodyAcc-std()-Z WALKING_UPSTAIRS 14 -0.29354271467452
tBodyAcc-std()-Z WALKING_UPSTAIRS 15 -0.705706623868902
tBodyAcc-std()-Z WALKING_UPSTAIRS 16 -0.603819902386066
tBodyAcc-std()-Z WALKING_UPSTAIRS 17 -0.980976484137931
tBodyAccJerk-mean()-X LAYING 10 0.0794633942257576
tBodyAccJerk-mean()-X LAYING 12 0.070430311315625
tBodyAccJerk-mean()-X LAYING 13 0.0794393034550306
tBodyAccJerk-mean()-X LAYING 18 0.077480921531044
tBodyAccJerk-mean()-X LAYING 20 0.079818125480791
tBodyAccJerk-mean()-X LAYING 24 0.0784735003467192
tBodyAccJerk-mean()-X SITTING 22 0.105897183954545
tBodyAccJerk-mean()-X SITTING 23 0.0778588215843817
tBodyAccJerk-mean()-X SITTING 25 0.0817657442063814
tBodyAccJerk-mean()-X SITTING 26 0.0808743261341837
tBodyAccJerk-mean()-X SITTING 27 0.0768320396617021
tBodyAccJerk-mean()-X SITTING 28 0.0792910308825243
tBodyAccJerk-mean()-X STANDING 2 0.0785353156747351
tBodyAccJerk-mean()-X STANDING 4 0.0788637845151419
tBodyAccJerk-mean()-X STANDING 9 0.0840171430291667
tBodyAccJerk-mean()-X STANDING 10 0.080527512159375
tBodyAccJerk-mean()-X STANDING 28 0.0824062308022727
tBodyAccJerk-mean()-X STANDING 29 0.0788382324713372
tBodyAccJerk-mean()-X STANDING 30 0.0734799270148825
tBodyAccJerk-mean()-X WALKING 1 0.0770930495126801
tBodyAccJerk-mean()-X WALKING 3 0.0701731261988856
tBodyAccJerk-mean()-X WALKING 5 0.0841019899622517
tBodyAccJerk-mean()-X WALKING 6 0.0813833604034769
tBodyAccJerk-mean()-X WALKING 7 0.0831829573168831
tBodyAccJerk-mean()-X WALKING 8 0.0686095366464646
tBodyAccJerk-mean()-X WALKING_DOWNSTAIRS 17 0.081880267239528
tBodyAccJerk-mean()-X WALKING_DOWNSTAIRS 19 0.0774171147766389
tBodyAccJerk-mean()-X WALKING_DOWNSTAIRS 21 0.0822207874776961
tBodyAccJerk-mean()-X WALKING_DOWNSTAIRS 22 0.0771316429411706
tBodyAccJerk-mean()-X WALKING_UPSTAIRS 8 0.0927048369369231
tBodyAccJerk-mean()-X WALKING_UPSTAIRS 11 0.0830134540658228
tBodyAccJerk-mean()-X WALKING_UPSTAIRS 14 0.0741757467665015
tBodyAccJerk-mean()-X WALKING_UPSTAIRS 15 0.0776897411304878
tBodyAccJerk-mean()-X WALKING_UPSTAIRS 16 0.0775488885374317
tBodyAccJerk-mean()-X WALKING_UPSTAIRS 17 0.0758626965517241
tBodyAccJerk-mean()-Y LAYING 10 0.0169399674191919
tBodyAccJerk-mean()-Y LAYING 12 0.0053115377979375
tBodyAccJerk-mean()-Y LAYING 13 0.00387961953328135
tBodyAccJerk-mean()-Y LAYING 18 0.0128850449171841
tBodyAccJerk-mean()-Y LAYING 20 0.00220928707107345
tBodyAccJerk-mean()-Y LAYING 24 0.00396900308574016
tBodyAccJerk-mean()-Y SITTING 22 0.0320774996545455
tBodyAccJerk-mean()-Y SITTING 23 0.0200470964972984
tBodyAccJerk-mean()-Y SITTING 25 0.00638633884442543
tBodyAccJerk-mean()-Y SITTING 26 0.00767709978181122
tBodyAccJerk-mean()-Y SITTING 27 0.00617714992829521
tBodyAccJerk-mean()-Y SITTING 28 0.0135107680737864
tBodyAccJerk-mean()-Y STANDING 2 0.00708771249764901
tBodyAccJerk-mean()-Y STANDING 4 0.00351340949514196
tBodyAccJerk-mean()-Y STANDING 9 0.00678485848399306
tBodyAccJerk-mean()-Y STANDING 10 0.004611439794375
tBodyAccJerk-mean()-Y STANDING 28 0.0141872457548864
tBodyAccJerk-mean()-Y STANDING 29 0.00900161248883721
tBodyAccJerk-mean()-Y STANDING 30 0.00730438257971279
tBodyAccJerk-mean()-Y WALKING 1 0.0165908438802305
tBodyAccJerk-mean()-Y WALKING 3 0.0144664329060411
tBodyAccJerk-mean()-Y WALKING 5 0.0017656830384106
tBodyAccJerk-mean()-Y WALKING 6 0.000479281129661539
tBodyAccJerk-mean()-Y WALKING 7 0.00760909767418831
tBodyAccJerk-mean()-Y WALKING 8 0.00496415698757576
tBodyAccJerk-mean()-Y WALKING_DOWNSTAIRS 17 0.0083599305380531
tBodyAccJerk-mean()-Y WALKING_DOWNSTAIRS 19 0.0115812421960876
tBodyAccJerk-mean()-Y WALKING_DOWNSTAIRS 21 0.00350107553584853
tBodyAccJerk-mean()-Y WALKING_DOWNSTAIRS 22 0.0140196360738796
tBodyAccJerk-mean()-Y WALKING_UPSTAIRS 8 -0.00137201536971429
tBodyAccJerk-mean()-Y WALKING_UPSTAIRS 11 0.0078044254343038
tBodyAccJerk-mean()-Y WALKING_UPSTAIRS 14 0.00443682723817957
tBodyAccJerk-mean()-Y WALKING_UPSTAIRS 15 0.00489392052706402
tBodyAccJerk-mean()-Y WALKING_UPSTAIRS 16 0.00884018328270219
tBodyAccJerk-mean()-Y WALKING_UPSTAIRS 17 0.0100040808789655
tBodyAccJerk-mean()-Z LAYING 10 -0.0162372728227273
tBodyAccJerk-mean()-Z LAYING 12 0.0003081123684
tBodyAccJerk-mean()-Z LAYING 13 -0.0123485923641621
tBodyAccJerk-mean()-Z LAYING 18 0.000848545124184616
tBodyAccJerk-mean()-Z LAYING 20 -0.00450611895602542
tBodyAccJerk-mean()-Z LAYING 24 -0.00700960558805774
tBodyAccJerk-mean()-Z SITTING 22 -0.0326983629140909
tBodyAccJerk-mean()-Z SITTING 23 -0.000717680881887096
tBodyAccJerk-mean()-Z SITTING 25 -0.010346171499489
tBodyAccJerk-mean()-Z SITTING 26 -0.00724891943768878
tBodyAccJerk-mean()-Z SITTING 27 -0.00495000607441489
tBodyAccJerk-mean()-Z SITTING 28 0.00364494866063107
tBodyAccJerk-mean()-Z STANDING 2 0.000755760748377483
tBodyAccJerk-mean()-Z STANDING 4 -0.00737375142832808
tBodyAccJerk-mean()-Z STANDING 9 -0.00102998088194444
tBodyAccJerk-mean()-Z STANDING 10 -0.00128744623489583
tBodyAccJerk-mean()-Z STANDING 28 -0.00247734002281818
tBodyAccJerk-mean()-Z STANDING 29 -0.00355290542467733
tBodyAccJerk-mean()-Z STANDING 30 -0.000653871890373369
tBodyAccJerk-mean()-Z WALKING 1 -0.00910758730117003
tBodyAccJerk-mean()-Z WALKING 3 -0.000526818872875366
tBodyAccJerk-mean()-Z WALKING 5 -0.0029537113427351
tBodyAccJerk-mean()-Z WALKING 6 -0.00225896302076923
tBodyAccJerk-mean()-Z WALKING 7 -0.00791725696048701
tBodyAccJerk-mean()-Z WALKING 8 -0.0110211649991919
tBodyAccJerk-mean()-Z WALKING_DOWNSTAIRS 17 0.00313640220584071
tBodyAccJerk-mean()-Z WALKING_DOWNSTAIRS 19 -0.00186198850195833
tBodyAccJerk-mean()-Z WALKING_DOWNSTAIRS 21 -0.010659072671299
tBodyAccJerk-mean()-Z WALKING_DOWNSTAIRS 22 -0.00535471338117057
tBodyAccJerk-mean()-Z WALKING_UPSTAIRS 8 -0.0243776605506593
tBodyAccJerk-mean()-Z WALKING_UPSTAIRS 11 -0.00657424975259494
tBodyAccJerk-mean()-Z WALKING_UPSTAIRS 14 -0.00253044692473994
tBodyAccJerk-mean()-Z WALKING_UPSTAIRS 15 -0.00440993190077744
tBodyAccJerk-mean()-Z WALKING_UPSTAIRS 16 -0.00143730005564208
tBodyAccJerk-mean()-Z WALKING_UPSTAIRS 17 -0.00236484369931035
tBodyAccJerk-std()-X LAYING 10 -0.388135257723232
tBodyAccJerk-std()-X LAYING 12 -0.582418267596875
tBodyAccJerk-std()-X LAYING 13 -0.638889532599083
tBodyAccJerk-std()-X LAYING 18 -0.734644450054945
tBodyAccJerk-std()-X LAYING 20 -0.627098830685593
tBodyAccJerk-std()-X LAYING 24 -0.74030054488189
tBodyAccJerk-std()-X SITTING 22 0.0296014137090909
tBodyAccJerk-std()-X SITTING 23 -0.608183751830914
tBodyAccJerk-std()-X SITTING 25 -0.79682335007335
tBodyAccJerk-std()-X SITTING 26 -0.682815652993112
tBodyAccJerk-std()-X SITTING 27 -0.700549974357447
tBodyAccJerk-std()-X SITTING 28 -0.713004659097087
tBodyAccJerk-std()-X STANDING 2 -0.557809603123841
tBodyAccJerk-std()-X STANDING 4 -0.631853083289621
tBodyAccJerk-std()-X STANDING 9 -0.578305161360069
tBodyAccJerk-std()-X STANDING 10 -0.820707124664583
tBodyAccJerk-std()-X STANDING 28 -0.643135700714773
tBodyAccJerk-std()-X STANDING 29 -0.623456414216366
tBodyAccJerk-std()-X STANDING 30 -0.679007254150131
tBodyAccJerk-std()-X WALKING 1 -0.524721922818732
tBodyAccJerk-std()-X WALKING 3 -0.635484688041056
tBodyAccJerk-std()-X WALKING 5 -0.575890535679801
tBodyAccJerk-std()-X WALKING 6 -0.531468310262154
tBodyAccJerk-std()-X WALKING 7 -0.615131377408279
tBodyAccJerk-std()-X WALKING 8 -0.75891396439596
tBodyAccJerk-std()-X WALKING_DOWNSTAIRS 17 -0.655962717654867
tBodyAccJerk-std()-X WALKING_DOWNSTAIRS 19 -0.571088266146083
tBodyAccJerk-std()-X WALKING_DOWNSTAIRS 21 -0.699763344205784
tBodyAccJerk-std()-X WALKING_DOWNSTAIRS 22 -0.630182598844147
tBodyAccJerk-std()-X WALKING_UPSTAIRS 8 -0.476492149967033
tBodyAccJerk-std()-X WALKING_UPSTAIRS 11 -0.659323083055063
tBodyAccJerk-std()-X WALKING_UPSTAIRS 14 -0.641964198633003
tBodyAccJerk-std()-X WALKING_UPSTAIRS 15 -0.624055782158537
tBodyAccJerk-std()-X WALKING_UPSTAIRS 16 -0.72786174352459
tBodyAccJerk-std()-X WALKING_UPSTAIRS 17 -0.994019934482759
tBodyAccJerk-std()-Y LAYING 10 -0.446206050364596
tBodyAccJerk-std()-Y LAYING 12 -0.571359817082031
tBodyAccJerk-std()-Y LAYING 13 -0.569700547488012
tBodyAccJerk-std()-Y LAYING 18 -0.732969175274725
tBodyAccJerk-std()-Y LAYING 20 -0.527174601581921
tBodyAccJerk-std()-Y LAYING 24 -0.685979796261942
tBodyAccJerk-std()-Y SITTING 22 -0.0270976569090909
